title,description,link
Engineer - Data Center & Operations at Safaricom Kenya,"Description
Reporting to the Data Center & Operations Lead, the Data Center Operations Engineer ensures uninterrupted operations of data center infrastructure, including power, cooling, and security systems.
Key Responsibilities
Data center uptime (99.999%).
Reduction in energy consumption & operational costs.
Number of preventive maintenance incidents successfully mitigated.
Compliance with security and regulatory frameworks
Oversee power, cooling, security, and access control in the data center.
Schedule and execute proactive maintenance of critical assets.
Ensure redundancy, failover systems, and recovery protocols are in place.
Adhere to ISO 27001, Uptime Institute, and regulatory standards.
Deepen team connection to our customers and communities.
Foster authentic relationships with customers and partners that build trust.
Explicitly take customer-centric decisions and take personal ownership to achieve results. drive strategy and performance.
Show ambition and courage, empowering others to go beyond the plan.
Bold and challenge teams to reimagine how things are done.
Create psychological safety so everyone can have an impact.
Identify innovative opportunities and key constraints for business development, diversification, and growth. 
Qualifications
Bachelor’s degree in electrical engineering, IT, or equivalent.
Certifications: CDCEP, Accredited Operations Specialist,
Experience with HVAC, UPS, DCIM, and power distribution systems.",https://www.myjobmag.co.ke/job/engineer-data-center-operations-safaricom-kenya
Engineer - Data Center Mechanical at Safaricom Kenya,"Description
Reporting to the Senior Lead, Data Center, the role holder is responsible for providing technical expertise and oversight in the planning, design, and operational support of mechanical services within Safaricom’s data center and access sites. This role ensures the efficient and reliable performance of critical infrastructure, including diesel generators, air conditioning, mechanical ventilation, fire suppression, plumbing, and drainage systems. The engineer will work closely with project teams to ensure that all mechanical services meet required specifications, are delivered on time, and within budget. Additionally, this role will drive the ISO 50001 energy efficiency program, coordinate design project activities, and establish best practices for mechanical service installations and operations. The Mechanical Engineer will serve as a key communication link between internal and external stakeholders, ensuring the successful design, installation, commissioning, and handover of mechanical systems. They will also focus on driving energy efficiency initiatives and ensuring compliance with industry standards, best practices, and Safaricom’s strategic objectives.
Key Responsibilities
Create and oversee the implementation of short and long-term data center strategy
Create and oversee the implementation of short and long-term projects and strategies that increase energy efficiency, reduce greenhouse gas emissions and minimize unnecessary consumption. Implement energy-related cost-saving measures and achieve set targets on the same.
Regularly perform energy audits to help monitor performance with respect to energy consumption, come up with improvement plans to drive efficiency and ensure implementation of the same. Central coordination of energy audits done by partners and colleagues will also be required.
Oversee design of mechanical services (diesel generators, air conditioning, mechanical ventilation, fire suppression, plumbing and drainage) to ensure projects are delivered at the required specifications, on time and within budget.
Ensure that system efficiency is maximized.
Manage policies, standards and guidelines to help drive the sustainability agenda with respect to energy management. Ensure end to end stakeholder buy-in and adherence.
ISO 50001 Program manager 
Work closely with sustainability officer/lead for reporting
Validate carbon footprint input data. Calculate carbon footprint monthly and highlight improvement areas. Ensure that set targets are met.
Develop, implement and continuously review energy policy and implementation programs.
Ensure compliance with statutory regulations in energy matters and align the organizations energy practices with best practices globally.
Ensure compliance with environmental health and safety regulations.
Maintenance and upgrades of Fire 
Approval of specifications, drawings, BQs and other project design documents
Qualifications
First Degree in Engineering (Mechanical- HVAC or Mechatronics) from a recognized University. 
Registration with relevant government professional body in charge engineering is added advantage.
Knowledge and certification and Fire Suppression Systems
Post Graduate training in Energy or Professional certification in Energy such as Certified Energy Manager (CEM) or Certified Energy Auditor (CEA) or Certified Measurement and Verification Professional (CMVP) is added advantage
Over 5 years of work experience in renewable energy and/or energy efficiency including designs and operations of which 3 years must have been in a telecommunications environment.
Mechanical Engineering services design experience in a telecommunications or mission critical IT data centre environment
Experience in greenhouse gas inventories/reporting is a plus. 
Strong management and organizational skills
Ability to effectively manage multiple priorities in a fast paced environment and consistently meets deadlines
Strong negotiation and influencing skills at multiple organizational levels
MS Office, MS Project and AutoCAD proficiency is required
Knowledge of relevant legislation governing energy efficiency and carbon emissions/environment.
A good understanding of mechanical services (diesel generators, air conditioning, mechanical ventilation, fire suppression, plumbing)",https://www.myjobmag.co.ke/job/engineer-data-center-mechanical-safaricom-kenya
Group Data Privacy Manager at Airtel,"Data Privacy Governance
Ensure the organization’s compliance with applicable data protection laws in the markets that the company operates in, including GDPR (where applicable), regional frameworks, and local privacy laws.
Develop and implementing internal privacy policies and procedures that align with legal requirements and industry standards and ensure that the same are updated in line with the set update periods.
Monitor changes in privacy regulations and advise the organization on necessary adjustments.
Keep a record of the business compliance obligations and monitor the compliance obligations including supporting the registration of the Various OpCos as data controllers and data processors.
Data Privacy Management
Regularly test the compliance requirements that are set out in the Privacy policies and Privacy Notices to ensure compliance to the same. E.g. testing of the cookies policy.
Conduct Data Privacy Impact Assessments (DPIAs) to identify and mitigate risks associated with data processing activities, particularly those involving personal data.
Guide product teams on implementing measures to minimize privacy risks and manage the implementation of Privacy by Design throughout the organization.
Audit the legacy products and projects to ensure that they are compliant with the data privacy policy and data privacy laws requirements e.g. Audit of the Various Airtel Apps. Assess the privacy practices of third-party vendors and other third parties that the company shares personal data with.
Evaluate the data protection practices of third-party vendors and service providers, ensuring they meet the company standards for data security and privacy.
Review and advise on data protection clauses in contracts and agreements with vendors.
Collaborate with the legal and IT departments, and business stakeholders to ensure that data collection, storage, processing, and sharing are aligned with the applicable laws and standards across the OpCos where the company operates in.
Assist with data subject access requests, data deletion requests, and other privacy-related inquiries from individuals
Support the OpCo DPOs in privacy management initiatives.
Act as the point of contact for data protection incidents and breaches, coordinating response efforts and ensuring timely reporting to relevant authorities and affected individuals as needed and maintain accurate records of incidents
Work with cross-functional teams to investigate incidents, assess impact, and implement remediation measures
Training and Awareness
Develop and deliver training programs to enhance staff awareness of data privacy obligations including annual mandatory data privacy trainings to all employees.
Conduct training and capacity building sessions for OpCo DPOs and DPO Spocs
Promote a culture of privacy compliance and accountability across the organization.
Reporting
Prepare routine and ad-hoc compliance reports to the Enterprise Risk Committee and to the Board Audit & Risk Committee.
Support the OPCOs in the preparation and review of privacy reports to their local Boards.
Engagement with stakeholders at Group and OpCo on Board report.
Qualifications
Key Competencies
Fluency in both English and French is desired
In-depth knowledge of data privacy laws across Africa, the GDPR, and regional frameworks like the AU Convention on Cybersecurity and Personal Data Protection.
Proven experience in data protection compliance, preferably in telecommunications, financial services, fintech, technology or related sectors.
Excellent communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams.
Analytical mindset with the ability to assess complex data protection issues and propose practical solutions.
Experience in conducting data protection impact assessments and managing data protection incidents.
Familiarity with privacy-by-design principles and their application in product development.
Ability to work independently and manage multiple projects simultaneously
Education Background
Bachelor’s degree in law, Business, Finance, Computer Science, or related field.
Minimum 7 years work experience with hands- on experience developing and implementing Data Privacy compliance programs
A certification related to data privacy, such as the Certified Information Privacy Professional (CIPP), Certified Information Privacy Technologist (CIPT) or Certified Information Privacy Manager (CIPM)",https://www.myjobmag.co.ke/job/group-data-privacy-manager-airtel
Senior Data Governance Specialist - Contract at ICEA Lion Group,"As a Data Governance Specialist, you will lead, implement, and enforce the data governance framework that aligns with organizational strategy. Your role will focus on ensuring high data quality across the data life cycle ensuring ethical use of data while supporting data-driven decision-making. Working with cross-functional teams, you will champion data stewardship, establish best practices, and drive a collaborative culture that values data as a strategic asset. By fostering a culture of accountability and stewardship, you will ensure data serves as a valuable and trusted asset for achieving business objectives
Roles and Responsibilities
Lead the implementation of the data governance framework.
Collaborate with key stakeholders to establish policies, standards, and procedures that support business objectives.
Align data assets with the company’s strategic goals to drive value and efficiency eradicating data gaps to support data driven decision making.
Conduct regular evaluations of data assets to identify and address gaps impacting strategic outcomes.
Enhance data quality through consistent standards, training, and improvement initiatives. Profile, cleanse, validate, and monitor data quality to ensure accuracy and reliability.
Oversee processes for organizing, tracking, and documenting data to improve accessibility and usability.
Promote a culture of data excellence through stakeholder engagement and capacity building.
Identify and deploy appropriate tools and technologies to strengthen data governance capabilities.
Ensure compliance with industry trends, regulatory requirements, and best practices.
Provide leadership in addressing data challenges, ensuring data supports the company’s growth and innovation.
Requirements
Academic and Professional Qualifications
(Essential) Bachelor's Degree in Information Systems, Computer Science, Data Management, Business Administration, or related fields.
(Preferred) Master’s Degree in Data Science, Information Systems, or Business Analytics with a focus on data governance and strategy.
(A plus) Professional certifications & additional training:
Certified Data Management Professional (CDMP)
Data Governance and Stewardship Professional (DGSP)
Certified Information Systems Auditor (CISA)
Certified Information Systems Security Professional (CISSP)
GDPR or data privacy certifications (e.g., CIPP/E or CIPM)
Specialized training in metadata management, data quality, and data lineage.
Courses on compliance, risk management, and regulatory frameworks (e.g., GDPR, CCPA).
Have 4+ years of experience in data governance, data management, or related fields such as analytics or data quality management.
Possess prior experience in implementing data governance frameworks, including policy development, metadata management, and data quality initiatives.
Have knowledge of data governance tools and technologies.
Exhibit excellent communication, collaboration, and stakeholder engagement skills.
Show ability to promote data-driven decision-making and foster a culture of data stewardship across teams.
Experience in leading data projects or teams is highly desirable.
Advanced proficiency in SQL and NoSQL with hands-on experience creating complex queries and data transformations.
Familiarity with Machine Learning (ML) techniques and Language Learning Models (LLMs) to support data-driven applications.",https://www.myjobmag.co.ke/job/senior-data-governance-specialist-contract-icea-lion-group
Senior Data Scientist at Kenya Airways,"Brief Description        
Job Purpose Statement: The holder of this position will be responsible for managing the data science and engineering team, planning projects, and building analytics models. They should have a strongproblem-solving ability and a knack for statistical analysis. The expectation for this role is to have proper understanding of the application of various tools, data mining, methodologies, statistical techniques, algorithms, and machine learning and AI principles to identify trends, patterns, and insights from raw data. The holder will extract meaning from data, uncover insights and identify opportunities to inform business decision making
Detailed Description        
Managing an agile team of data scientists, machine learning engineers and big data specialists.
Leading in modern, secure, and scalable data mining, collection, and consolidation procedures
Leading in evaluation of Machine Learning models to ensure to ensure they achieve over 98% performance.
Delivery of Data Analytics solutions using common data science toolkits, such as Python, SAS, R, SPSS, etc.
Conducting EDA, data extraction, data cleaning and documentation of created models.
Delivering projects within the allocated timeline
Use agile scrum framework in team and projects management.
Ensuring company-wide data quality and integrity.
Interpreting and analyzing data problems.
Conceiving, planning and prioritizing data projects.
Building analytic systems and predictive models.
Testing performance of data-driven products
Communicating insights and discoveries from the data analytics process
Experiment with new models and techniques
Align data projects with organizational goals
Job Requirements        
Bachelor’s degree in computer science, Data Science or related degree
Proven working experience as a Data Scientist, ML Engineer, and skills as in Big Data Analysis
Machine learning skills: The Senior data scientist must have a deep understanding of machine learning techniques, including supervised and unsupervised learning, deep learning, and reinforcement learning.
Programming skills: The person should have strong programming skills in languages such as Python, R, or SQL, which is essential to develop and execute algorithms and models.
Big Data Experience: The job holder should have experience with big data technologies such as Hadoop, Spark, or NoSQL
Data visualization: Senior data scientists should be able to use data visualization tools to communicate insights to non-technical stakeholders.
Experience in working with Big Data Cloud solutions.
Leadership: Strong leadership skills to manage and mentor a team of data warehouse engineers effectively (at least 2 years leading teams)
Proper understanding of the Data Life Cycle Management
Strong analytical skills to identify patterns and insights from large and complex data sets.
Excellent communication and collaboration skills to work effectively with cross-functional teams.
5 years’ experience and proven performance in design and implementation of Data Science and Analytics projects (including ML and AI projects), 2 of which were in positions managing teams and projects.
Additional Details        
Good understanding of Software Development Life Cycle process
Good understanding of the Data Management Life Cycle
Good understanding of Data Science methodologies",https://www.myjobmag.co.ke/job/senior-data-scientist-kenya-airways-2
Senior Data Engineer at ICEA Lion Group,"As a Senior Data Engineer at ICEA LION, you will develop, optimize, and manage our data lake, data pipelines, and data infrastructure to power analytics, reporting, advanced analytics, machine learning & AI. Your role will focus on building scalable data products that unify data across all interactions and touchpoints. Working with cross-functional teams, you will enforce data governance standards and drive a collaborative, data-driven culture.
Roles and Responsibilities
Set up, manage, and maintain the company’s data analytics systems, including the operational data store, feature store, and data warehouse, to support informed decision-making.
Create and manage processes (ETL/ELT) for collecting, cleaning, and transforming data from different sources.
Build and improve data structures to support reporting, advanced analytics, and machine learning projects.
Ensure data queries run efficiently while keeping costs low and making the best use of resources.
Work closely with technology and data analytics teams to develop customized data solutions and include machine learning insights.
Set up and manage machine learning workflows to make sure models run smoothly and reliably.
Implement data quality checks, follow governance rules, and enforce security to protect and control access to data.
Automate tasks and improve processes using tools to ensure stable and scalable data pipelines.
Clearly document all processes and share knowledge to help the team adopt best practices.
Requirements
Academic and Professional Qualifications
Bachelor’s Degree in Computer Science, Data Science, Information Technology, Engineering, or a related field.
Professional Data Engineer Certification is a plus.
Optional: Master’s Degree in Data Science, Computer Science, Information Systems, or a related discipline.
Experience
Extensive knowledge of data warehousing concepts, including dimensional modelling and data marts.
Minimum of 5 years in data engineering, data architecture, or a related field.
Experience in leading data projects or teams is highly desirable.
Advanced proficiency in SQL and NoSQL with hands-on experience creating complex queries and data transformations.
Proven experience with cloud-based data engineering tools such as Cloud Storage, Data flow, Cloud Composer, Cloud Functions, and AWS Glue.
Strong familiarity with ETL/ELT tools (e.g., Apache Beam, Apache Airflow, SSIS, Data flow, dbt) for building and maintaining data pipelines.
Proficient in scripting languages like Bash, Python, and JavaScript to support automation and integration tasks.
Skilled in managing and optimizing large datasets for performance and cost-efficiency.
Excellent communication skills with a demonstrated ability to work collaboratively in cross-functional teams.
Familiarity with Machine Learning (ML) techniques and Language Learning Models (LLMs) to support data-driven applications.
Experience with cloud platforms such as AWS, Google Cloud Platform, or Azure, particularly their data services (e.g., AWS S3, GCP BigQuery).",https://www.myjobmag.co.ke/job/senior-data-engineer-icea-lion-group-1
Principal: Data Engineer at Cellulant Corporation,"JOB DESCRIPTION:
As the Principal Engineer in the Database & Data Engineering Department, you will be responsible for building and maintaining Cellulant's rapidly expanding Data Infrastructure.
You will be responsible for architecting, implementing, and maintaining our data infrastructure while ensuring high availability, performance, and security of our databases. The ideal candidate will have deep expertise in database design, data pipelines, ETL processes, AWS data solutions, on-prem database setups, and cloud-native architectures.
KEY RELATIONSHIPS:
Software Engineers.
Infrastructure Engineers.
CI/CD Engineers.
Data Warehouse Team.
Customer Success Teams.
Service Operations Team.
CORE RESPONSIBILITIES:
Build different types of data warehousing solutions to meet Cellulant’s data needs.
Lead the design, implementation, and successful delivery of large-scale data solutions involving multiple data sources.
Build scalable data infrastructure and understand distributed systems concepts from a data storage perspective.
Utilize expertise in SQL, ETL, and data modeling.
Ensure the accuracy and availability of data and understand how technical decisions impact analytics and reporting.
Deploy and maintain relational and NoSQL databases, including MySQL, PostgreSQL, Oracle, and Redis.
Optimize database performance, indexing, partitioning, and query tuning.
Manage database migrations and upgrades,
Implement high availability, clustering, replication strategies, and disaster recovery solutions for on-prem and cloud databases.
Work closely with networking and security teams to ensure secure database access.
Develop and manage ETL pipelines using tools like AWS Glue and Lambda.
Ensure data quality, governance, and compliance with standards like GDPR, HIPAA, and SOC 2.
Mentor and coach junior data engineers and DBAs, fostering a culture of automation and DevOps best practices.
Leverage AWS Database Migration Service (DMS) for seamless data replication and migration.
Utilize data streaming platforms like Kafka.
Monitor and analyze database performance using Datadog and other observability tools.
Implement infrastructure as code (IaC) using tools like Terraform and Ansible for database provisioning and automation.
Establish data security and encryption best practices across database environments.
Develop strategies for cost optimization and resource efficiency across cloud-based and on-prem data infrastructure.
Define SLAs, performance benchmarks, and monitoring standards for data services.
Collaborate with product and analytics teams to ensure scalable data solutions align with business goals.
QUALIFICATIONS & EXPERIENCE:
Having obtained a Degree in a relevant Computer Science.
Qualified to ISEB/ISTQB Foundation Level or better.
You’ve got a working knowledge of Docker.
You’re interested in growing your knowledge and skills in Test Environment Provisioning and Configuring using technologies like Terraform, Ansible, Kubernetes, GCP, or AWS.h
Knowledge Continuous Integration systems (e.g., Jenkins, Travis, GitLab), Programming languages and tools: Python, Selenium, Java, XML, SQL, JavaScript and REST API testing tools such as Postman, SOAP UI, JMeter.
EXPERIENCE:
8+ years of experience in database administration and data engineering.
Expertise in SQL database administration, tuning, and optimization.
Experience with AWS RDS, Aurora, and DynamoDB.
Vast experience deploying large-scale SQL databases and data warehouse platforms.
Experience deploying services on Managed Databases & Data Warehouses using cloud providers like AWS, GCP, and Azure.
Proven experience with on-prem database architecture, high availability, and disaster recovery strategies.
Familiarity with security best practices and compliance frameworks.
Strong experience with IaC tools like Terraform, Ansible, or CloudFormation.
Experience with deploying Non-relational (NoSQL/NewSQL) databases will be an added advantage
Solid Experience in the administration of Linux environments.
Solid Experience in the administration of data streaming platforms eg Kafka
Experience with data programming/scripting languages eg Python, R is desirable.
A solid understanding of Internet-based technologies (TCP/IP, DNS, Security, HTTP/HTTPS)
Strong security awareness for cloud and on-prem databases.
Ability to document key design and operational practices.
Experience with Machine Learning model creation, training & operationalisation
Familiarity with data lake architectures and big data frameworks.
SKILLS:
Database Administration for SQL and NoSQL environments.
Linux Administration.
Proficiency in Data Streaming Platforms (Kafka).
Programming/scripting languages (Python, R) desirable.
Infrastructure as Code (IaC) proficiency (Terraform, Ansible, CloudFormation).
Database security and encryption best practices.
Performance tuning and capacity planning.",https://www.myjobmag.co.ke/job/principal-data-engineer-cellulant-corporation
Data Science/Machine Learning Engineer at Sight and Sound Limited,"The candidate, a data savvy individual, will serve as a Data Science/Machine Learning Engineer within the Services Department. This is a full-time role.
Responsibilities
Work on complex Data & Analytics projects
Apply data science to take on a variety of challenges
Transferring data into a new format to make it more appropriate for analysis.
Develop predictive models
Build easy-to-use tools to automate data collection
Manage and compile structured, semi-structured, and unstructured data from various sources to provide meaningful insights
Simplify and visualize data/information for mass consumption by non-technical audiences across the company
Qualifications
Degree in Computer Engineering/Computer Science,
2years Experience in a similar or relevant position
Excellent communication skills",https://www.myjobmag.co.ke/job/data-science-machine-learning-engineer-sight-and-sound-limited
Data Scientist at Jacaranda Health,"The Data and Analytics team is the backbone of Jacaranda Health, providing evidence for impact, design and scale of our solutions. We pride ourselves on being innovative, technically adept, creative problem solvers. Our data is designed to be used- it informs internal operations and strategic directions, and it drives decision making and prioritization for our external partners, such as the government. 
Role Overview
We are looking for an innovative Data Scientist to be Jacaranda’s technical specialist. You will support the organizational mission by designing and leading innovative analyses that inform product design, organizational impact and scale. You will get to know the ins and outs of our data and architecture, and are encouraged to test unique methodologies and propose data deep-dives that answer key organizational questions. You will provide advanced statistical expertise, advice, and serve as a technical expert, providing strategy inputs towards the division’s goals of supporting, through evidence, a robust package of maternal health solutions. You will work closely with the Tech and Product teams to support our AI-powered mobile platforms. If you are an innovative thinker, love problem solving, and driving towards an organizational mission, this may be a fit for you. 
What You’ll Do
Strategic Planning and Analysis 
Develop and implement data inquiries to assess organizational impact and reach
Ideate and propose innovative data solutions 
Increase organizational ability to rapidly iterate and test product developments
Insight Generation
Propose and prioritize organizational learning objectives
Analyze program data to generate actionable insights that inform organizational strategy, product design, program deployment, and policy development.
Research Advisory 
Support the design and technical aspects of studies, such research methods, sampling,  and analytical approaches. 
Data Visualization: 
Lead creative data communication, creating compelling and actionable data stories for internal and external audiences 
Strategic Contribution: 
Actively contribute to the RD&E division's strategy from a technical advisory capacity
Team Development: 
Mentor and coach Data and Analytics team members to deliver high-quality analytical outputs and foster professional growth.
Collaboration and Expertise: 
Build and sustain collaborative relationships with individuals across different departments, serving as a subject-matter expert for internal and external teams
What we are looking for
Minimum level of academic and professional qualification required to perform effectively in the role
Masters degree  in data science/statistics/biostatistics/epidemiology and & 5  years of experience OR
PhD in data science/ statistics/biostatistics/epidemiology or related field from an accredited institution.
Expertise in SQL, Python, R, STATA, SPSS, SAS, GIS, and data visualization tools
Understanding of data architecture development and documentation is a plus
Experience supporting digital platform operations 
Experience supporting implementing  programs is a plus",https://www.myjobmag.co.ke/job/data-scientist-jacaranda-health
Head of Data & Analytics at Jacaranda Health,"Role Overview
We are looking for an experienced and innovative Head of Data & Analytics to create and drive our data strategy to help achieve Jacaranda Health’s mission and inform the design and deployment of evidence-based health solutions. You will lead a growing Data & Analytics team in leveraging data science and analytics to fuel AI-powered platforms, optimize program impact, and inform government policy. You’ll collaborate closely with other innovative departments, such as Tech, Product and Research, to continuously learn and improve our ability to drive health systems change. If you’re a creative thinker who is excited about applying advanced analytics to real-world health challenges, understanding and interacting with health system leaders, and leading a team of innovators, we encourage you to apply. 
What You’ll Do
Create and execute a data and analytics strategy 
Design and execute an ambitions roadmap for achieving Jacaranda’s mission through impact and tech-driven analytics
Serve as a subject-matter expert for teams, internal and external 
Build data-driven products 
Develop real-time, interactive dashboards that integrate multiple data streams to support decision making for government partners and internal stakeholders.
Lead and integrate UX analytics into core tech-driven products 
Leverage AI and advanced analytics 
Design innovative data approaches to assess program impact, implementation success, and scalability 
Ensure data and data systems are user focused
Ensure consistent, high quality data that serves as a critical resource for the organization
Establish robust data governance, collection and management processes
Align with global and local ethical standards
Influence with strategic data communication
Simplify complex data insights into clear, actionable narratives
Communicate the value of Jacaranda Health’s data insights to external partners, such as government decision makers 
Lead a high caliber team 
Hire, mentor and develop a team of top-tier data scientists and analysts which fostering a growth culture that inspires, learns and innovates 
What we are looking for
Masters degree in Data Science, Statistics, Informatics, Information Systems or similar field
7+ years of experience with 3+ years in a leadership role  
Tech startup or innovation-driven experience is a plus 
Expertise in SQL, Python, R, STATA, SPSS, SAS, and data visualization tools
Proven experience in developing and executing data strategies that drive business and impact outcomes.
Ability to translate complex data into actionable insights for both technical and non-technical audiences.
Track record of collaborating with partners, governments, and research institutions to influence decision-making.
Strong understanding of relational and non-relational databases 
Excellent leadership, project management and stakeholder engagement abilities",https://www.myjobmag.co.ke/job/head-of-data-analytics-jacaranda-health-1
Intern - Geospatial Data Analysis at UN-Habitat,"Tasks:
Data Collection and Processing: Collect, clean, and preprocess spatial datasets related to urban dynamics, including demographics, housing, land use, transportation, and urban development.
Geospatial Analysis and Visualization: Supporting spatial analyses and creating thematic maps to illustrate trends in urban growth, land use patterns, and infrastructure dynamics.
Workflow Automation: Support in developing and refining Python scripts to automate data processing, spatial analysis, and mapping workflows related to urban systems. iv. Dashboard and Interactive Map Development: Design and implement interactive dashboards (Power BI, Tableau, etc ) and web maps (ArcGIS Online, etc) to present insights into urban dynamics for stakeholders.
Reporting and Documentation: Document all workflows, methods, and processes.
Qualifications/special skills
Applicants must at the time of application, meet one of the following requirements:
Be enrolled in a graduate school programme (second university degree or equivalent, or higher),
Be enrolled in the final academic year of a first university degree program (minimum Bachelor's level or equivalent),
Have graduated with Bachelor's degree, Masters, PhD or equivalent. Be computer literate in standard software applications (Microsoft Office Suite).
Have demonstrated a keen interest in the work of the United Nations and have a personal commitment to the ideals of the Charter.
Have a demonstrated ability to successfully interact with individuals of different cultural backgrounds and beliefs, which includes a willingness to try and understand and be tolerant of differing opinions and views.
Preferred areas of study: Geography, geospatial science, remote sensing, urban planning, or any other closely related field. Applicants to the UN Internship Programme are not required to have professional work experience. However, a field of study that is closely related to the type of internship that you are applying for is required.",https://www.myjobmag.co.ke/job/intern-geospatial-data-analysis-un-habitat
Data Protection Officer at Kenya Red Cross Society,"The Data Protection Officer (DPO), will be responsible for ensuring compliance with data protection regulations, developing and implementing data protection policies and procedures, and serving as the point of contact for data subjects and regulatory authorities regarding data protection matters. The DPO will work closely with internal stakeholders to promote a culture of data privacy and security within Kenya Red Cross Society.
Duties and Responsibilities
Develop, implement, and maintain a comprehensive data protection program aligned with the Data Protection Act, 2019, and other relevant regulations.
Conduct regular gap analysis to identify and address any shortcomings in KRCS data protection practices.
Draft and implement data protection policies and procedures covering data collection, storage, access, sharing, retention, and disposal.
Oversee the implementation of technical and organizational measures to safeguard data from unauthorized access, disclosure, alteration, or destruction.
Manage data subject access requests (DSARs) and ensure timely responses within legal timeframes.
Collaborate with internal departments (IT, HR, Legal) to raise awareness of data protection principles and best practices.  
Provide training and guidance to staff on their data protection responsibilities.
Act as the primary point of contact for data protection inquiries from internal stakeholders and external regulators.
Conduct Data Protection and Impact Assessment (DPIA) and maintain comprehensive records of data processing activities.
Report on data protection activities and compliance status to senior management.
Desired Competencies
Understanding of data protection regulations: In-depth knowledge of relevant data protection laws like the Kenyan Data Protection Act, 2019, and the EU General Data Protection Regulation (GDPR) if applicable
Data security expertise: Familiarity with data security best practices, including encryption, access controls, and incident response procedures.
Knowledge of IT systems: Understanding of data storage mechanisms, data flow within the organization, and potential vulnerabilities.
Analytical and problem-solving skills: Ability to identify data protection risks, assess their impact, and develop effective mitigation strategies.
Communication skills: Excellent written and verbal communication skills to explain complex data protection concepts to both technical and non-technical audiences.
Proactive approach: Continuously monitoring the data protection landscape and keeping abreast of evolving regulations and best practices.
Experience in data breach management: Understanding the process of identifying, containing, and reporting data breaches
Minimum Qualifications
Bachelor's degree in Law, Information Technology, or a related field.
Certified Information Privacy Professional (CIPP) or equivalent data protection qualification.
Minimum of (3) years of experience in data protection. Strong understanding of the Data Protection Act, 2019, and other relevant data protection regulations.",https://www.myjobmag.co.ke/job/data-protection-officer-kenya-red-cross-society-1
"Legal, Compliance, and Data Privacy Healthcare Lead Developing Markets at Merck Group","Your Role: 
We are seeking a dynamic and strategic professional to provide comprehensive legal, compliance, and data privacy support to our Healthcare Business across developing markets in Africa. This is an exciting opportunity to work with a diverse cluster of countries, including Nigeria, Kenya, Ghana, and more, while reporting directly to the Regional Manager for the MEAR region.
In this role, you will serve as a trusted advisor, providing essential legal, compliance and data privacy guidance to management and various functions within our organization. Acting as a strategic partner to the Managing Director responsible for the Developing Markets, you will facilitate seamless communication and collaboration across teams. Your support will extend to a wide range of activities, including negotiation of contracts, support to market access and commercial strategies including digital projects, support to the legal entities active in the Developing Markets cluster in corporate matters, disputes and potential investigations, strategic advisory on a broad range of legal, compliance and data privacy matters.
Collaboration will be key as you work closely with regional and global teams to foster a culture of compliance and ethical behavior throughout the organization. You will oversee the implementation of compliance and data privacy management systems, ensuring they align with all relevant regulations.
A proactive approach will be necessary as you identify and manage legal, compliance and data privacy risks, implementing effective monitoring and control systems.
Additionally, you will conduct training sessions aimed at empowering management with knowledge about legal matters as well as compliance and ethical practices. Your role will involve developing and updating policies to ensure they meet local requirements while effectively addressing compliance challenges. Finally, you will manage budgets and resources in accordance with global guidelines, ensuring that all activities align with the company’s strategic objectives.
Who You Are:
You have a legal degree and admission to practice law in one of the jurisdictions in developing markets, preferably in Kenya or alternatively in South Africa.
You have a minimum of 5 years of experience in the healthcare sector or life sciences, preferably in a large law firm or the legal or compliance department of an international healthcare or life sciences company.
You are familiar with multinational corporate compliance and data privacy culture, with knowledge of anti-bribery and anti-corruption laws, as well as data privacy regulations.
You have experience in an international environment and the ability to work across different cultures, being comfortable interacting with all levels of management, including senior management.
You possess strong management skills and are a well-balanced business counselor and influencer.
You have a background in change and process management, are open, energetic, a self-starter, pragmatic, and able to act under pressure.
You have excellent organizational, collaboration, and communication skills, and are proficient in English.",https://www.myjobmag.co.ke/job/legal-compliance-and-data-privacy-healthcare-lead-developing-markets-merck-group-1
